date,France,Australia,Germany,Japan,Switzerland,Britain,USA
04-2014,0.010330053534985728,-0.026195647474276162,-0.008502954664342144,-0.0329683319829025,0.002923588033653335,0.00976572138327425,0.001573
05-2014,-0.0016212234546424398,-0.025988974279475885,0.009616095382455114,0.03297516638661846,0.0031771203290600347,0.013048589336514427,0.020254
06-2014,-0.022027543415501394,-0.06396198381363338,-0.012205047070348973,0.0505702901879701,-0.012736280893403173,-0.02208507712733887,0.027973
07-2014,-0.04430283229802301,0.011498948765960249,-0.05173487720055414,0.02097098595548197,-0.029697392208509754,-0.04097325469892543,-0.020555
08-2014,-0.0024421365859036426,-0.05289986067521901,-0.017027542264833495,-0.008383965282738437,0.009706942225125914,-0.014124514384673659,0.040205
09-2014,-0.011571454589177743,-0.10791827717742719,-0.014704178536104506,0.04105350540258934,-0.005775541217489355,-0.05227319977070899,-0.025196
10-2014,-0.028390158561398038,0.007048436375942435,-0.017666888720953344,0.003978087132998298,0.0006346746613368204,-0.008148472645517546,0.021164
11-2014,0.06442116456942515,-0.0727978067361853,0.08272535682661519,0.05309103805768556,0.05461798625817338,0.04051340463469699,0.021104
12-2014,-0.04900902650950423,-0.0022703691391871006,-0.05122425901952077,0.0008120992332536492,0.04120734054513764,-0.038345398213011195,-0.003659
01-2015,0.06764740698231597,-0.011615833748498172,0.07642996364819254,0.007871879249346625,-0.038746549746613845,0.053065141170604346,-0.027163
02-2015,0.03274061308943077,0.08045202666848428,0.026759024261166386,0.07178435862222055,0.05581604079816416,0.010070190493878917,0.055915
03-2015,0.07347127181726176,0.005481402990765716,0.10215060250522956,0.022156488976746935,0.017173996675795333,0.009555275815957942,-0.010397
04-2015,0.06693693356197228,0.017098707525923573,0.02181141019633792,0.028262741779071177,0.03746463565653757,0.045334102819135635,0.008766
05-2015,0.0622248697724217,-0.02790949531643705,0.055428089334736974,0.04707125993744843,0.07031701171892046,0.03440793056904068,0.010277
06-2015,-0.0592905818239815,-0.11192193897498981,-0.05388525845067793,-0.02122691624330686,-0.08051980112537171,-0.05706640085748571,-0.019231
